company_id,type,rule_triggered,text,confidence_pct
CIPLA,pro,HEALTHY_OPM,Healthy operating margin of 75.6%,85
CIPLA,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 59.8x P/E (SIMULATED),80
CIPLA,con,HIGH_WC_DAYS,Working capital cycle is extended at 157 days,78
COALINDIA,pro,ROE_GT_20,Company has delivered superior Return on Equity of 45.2%,95
COALINDIA,pro,ROCE_GT_20,Strong capital efficiency with ROCE at 98.2%,90
COALINDIA,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹13,617 Cr",92
COALINDIA,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 16.4% CAGR over 5 years,88
COALINDIA,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 4.4% (SIMULATED),82
COALINDIA,pro,HEALTHY_OPM,Healthy operating margin of 66.3%,85
COALINDIA,pro,TOP_COMPOSITE_SCORE,Ranks favorably on overall composite financial health index (72.0/100),80
COALINDIA,con,LOW_CFO_PAT,"Low cash conversion (CFO/PAT = 0.48), suggesting accrual buildup",80
DABUR,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹1,042 Cr",92
DABUR,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
DABUR,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 3.4% (SIMULATED),82
DABUR,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 51.0x P/E (SIMULATED),80
DIVISLAB,pro,DEBT_FREE,Company is virtually debt-free with zero borrowings,98
DIVISLAB,pro,POSITIVE_FCF,Generates positive Free Cash Flow of ₹992 Cr,92
DIVISLAB,pro,HEALTHY_OPM,Healthy operating margin of 28.2%,85
DIVISLAB,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 70.0x P/E (SIMULATED),80
DIVISLAB,con,HIGH_WC_DAYS,Working capital cycle is extended at 371 days,78
DLF,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹1,010 Cr",92
DLF,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 15.7% CAGR over 5 years,88
DLF,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 2.6% (SIMULATED),82
DLF,pro,HEALTHY_OPM,Healthy operating margin of 33.0%,85
DLF,con,LOW_ROE,"Subdued Return on Equity at 6.9%, below large-cap historical averages",88
DLF,con,SLOW_REV_GROWTH,Modest 5-year revenue CAGR of -5.1%,82
DLF,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 46.3x P/E (SIMULATED),80
DLF,con,HIGH_WC_DAYS,Working capital cycle is extended at 1146 days,78
DLF,con,HIGH_CAPEX_INTENSITY,High CapEx intensity (23.8% of sales) requires continuous capital deployment,75
DMART,pro,POSITIVE_FCF,Generates positive Free Cash Flow of ₹278 Cr,92
DMART,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 20.5% CAGR over 5 years,88
DMART,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 23.0% CAGR over 5 years,88
DMART,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
DMART,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 72.5x P/E (SIMULATED),80
DRREDDY,pro,ROCE_GT_20,Strong capital efficiency with ROCE at 21.4%,90
DRREDDY,pro,POSITIVE_FCF,Generates positive Free Cash Flow of ₹509 Cr,92
DRREDDY,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 12.6% CAGR over 5 years,88
DRREDDY,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 23.4% CAGR over 5 years,88
DRREDDY,pro,HEALTHY_OPM,Healthy operating margin of 28.3%,85
DRREDDY,con,HIGH_WC_DAYS,Working capital cycle is extended at 176 days,78
EICHERMOT,pro,ROE_GT_20,Company has delivered superior Return on Equity of 22.2%,95
EICHERMOT,pro,ROCE_GT_20,Strong capital efficiency with ROCE at 20.2%,90
EICHERMOT,pro,POSITIVE_FCF,Generates positive Free Cash Flow of ₹890 Cr,92
EICHERMOT,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 4.4% (SIMULATED),82
EICHERMOT,pro,HEALTHY_OPM,Healthy operating margin of 26.2%,85
EICHERMOT,con,HIGH_CAPEX_INTENSITY,High CapEx intensity (17.1% of sales) requires continuous capital deployment,75
GAIL,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹4,360 Cr",92
GAIL,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
GAIL,con,GENERAL_MARKET_CYCLICALITY,Performance subject to sector cyclicality and broader macroeconomic fluctuations,70
GODREJCP,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 3.1% (SIMULATED),82
GODREJCP,pro,HEALTHY_OPM,Healthy operating margin of 21.0%,85
GODREJCP,con,NEGATIVE_FCF,"Free cash flow is negative at ₹-1,365 Cr due to heavy reinvestment/working capital",90
GODREJCP,con,LOW_ROE,"Subdued Return on Equity at -4.5%, below large-cap historical averages",88
GODREJCP,con,LOW_ICR,Low interest coverage of 2.4x reflects interest burden on operating profit,85
GODREJCP,con,LOW_CFO_PAT,"Low cash conversion (CFO/PAT = -3.69), suggesting accrual buildup",80
GODREJCP,con,HIGH_CAPEX_INTENSITY,High CapEx intensity (24.4% of sales) requires continuous capital deployment,75
GRASIM,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 29.3% CAGR over 5 years,88
GRASIM,pro,HEALTHY_OPM,Healthy operating margin of 20.8%,85
GRASIM,con,NEGATIVE_FCF,"Free cash flow is negative at ₹-33,833 Cr due to heavy reinvestment/working capital",90
GRASIM,con,LOW_CFO_PAT,"Low cash conversion (CFO/PAT = -1.08), suggesting accrual buildup",80
GRASIM,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 79.3x P/E (SIMULATED),80
GRASIM,con,HIGH_CAPEX_INTENSITY,High CapEx intensity (17.6% of sales) requires continuous capital deployment,75
HAL,pro,ROE_GT_20,Company has delivered superior Return on Equity of 3816.6%,95
HAL,pro,ROCE_GT_20,Strong capital efficiency with ROCE at 2591.0%,90
HAL,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹1,814 Cr",92
HAL,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 26.5% CAGR over 5 years,88
HAL,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
HAL,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 2.8% (SIMULATED),82
HAL,pro,HEALTHY_OPM,Healthy operating margin of 32.1%,85
HAL,pro,TOP_COMPOSITE_SCORE,Ranks favorably on overall composite financial health index (72.3/100),80
HAL,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 71.9x P/E (SIMULATED),80
HAL,con,HIGH_CAPEX_INTENSITY,High CapEx intensity (21.1% of sales) requires continuous capital deployment,75
HAVELLS,pro,POSITIVE_FCF,Generates positive Free Cash Flow of ₹335 Cr,92
HAVELLS,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 13.0% CAGR over 5 years,88
HAVELLS,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
HAVELLS,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 2.6% (SIMULATED),82
HAVELLS,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 45.4x P/E (SIMULATED),80
HCLTECH,pro,ROE_GT_20,Company has delivered superior Return on Equity of 23.0%,95
HCLTECH,pro,ROCE_GT_20,Strong capital efficiency with ROCE at 27.1%,90
HCLTECH,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹15,840 Cr",92
HCLTECH,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 12.7% CAGR over 5 years,88
HCLTECH,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
HCLTECH,pro,HEALTHY_OPM,Healthy operating margin of 22.0%,85
HCLTECH,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 63.6x P/E (SIMULATED),80
HDFCBANK,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹35,669 Cr",92
HDFCBANK,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 21.9% CAGR over 5 years,88
HDFCBANK,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 23.9% CAGR over 5 years,88
HDFCBANK,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 4.3% (SIMULATED),82
HDFCBANK,con,LOW_CFO_PAT,"Low cash conversion (CFO/PAT = 0.29), suggesting accrual buildup",80
HDFCBANK,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 49.4x P/E (SIMULATED),80
HDFCLIFE,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 21.2% CAGR over 5 years,88
HDFCLIFE,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
HDFCLIFE,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 3.2% (SIMULATED),82
HDFCLIFE,con,NEGATIVE_FCF,"Free cash flow is negative at ₹-2,893 Cr due to heavy reinvestment/working capital",90
HDFCLIFE,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 50.6x P/E (SIMULATED),80
HEROMOTOCO,pro,ROE_GT_20,Company has delivered superior Return on Equity of 21.1%,95
HEROMOTOCO,pro,ROCE_GT_20,Strong capital efficiency with ROCE at 173.7%,90
HEROMOTOCO,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹3,095 Cr",92
HEROMOTOCO,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
HEROMOTOCO,pro,HEALTHY_OPM,Healthy operating margin of 86.2%,85
HEROMOTOCO,con,SLOW_REV_GROWTH,Modest 5-year revenue CAGR of 2.1%,82
HEROMOTOCO,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 53.9x P/E (SIMULATED),80
HINDALCO,pro,ROCE_GT_20,Strong capital efficiency with ROCE at 113.6%,90
HINDALCO,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹9,789 Cr",92
HINDALCO,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
HINDALCO,pro,HEALTHY_OPM,Healthy operating margin of 89.0%,85
HINDALCO,con,LOW_ROE,"Subdued Return on Equity at 9.6%, below large-cap historical averages",88
HINDALCO,con,PREMIUM_VALUATION,Trades at an elevated valuation multiple of 56.5x P/E (SIMULATED),80
HINDUNILVR,pro,ROE_GT_20,Company has delivered superior Return on Equity of 20.1%,95
HINDUNILVR,pro,ROCE_GT_20,Strong capital efficiency with ROCE at 87.3%,90
HINDUNILVR,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹10,145 Cr",92
HINDUNILVR,pro,HIGH_CFO_PAT,High cash conversion quality with CFO exceeding reported net profit,85
HINDUNILVR,pro,ATTRACTIVE_DIV_YIELD,Offers an attractive dividend yield of 4.3% (SIMULATED),82
HINDUNILVR,pro,HEALTHY_OPM,Healthy operating margin of 76.3%,85
HINDUNILVR,con,GENERAL_MARKET_CYCLICALITY,Performance subject to sector cyclicality and broader macroeconomic fluctuations,70
ICICIBANK,pro,POSITIVE_FCF,"Generates positive Free Cash Flow of ₹12,547 Cr",92
ICICIBANK,pro,REV_CAGR_GT_12,Steady revenue growth compounding at 17.2% CAGR over 5 years,88
ICICIBANK,pro,PAT_CAGR_GT_15,Robust profit growth compounding at 52.0% CAGR over 5 years,88
